Question,True_Title,Recalling,Recall_Weight
建筑工程设计招标投标活动由哪些部门进行监督？,建筑工程设计招标投标管理办法,1,1
项目使用了世界银行的贷款，但金额较小，是否也需要进行招标？,必须招标的工程项目规定,1,1
如果一个项目的勘察、设计和施工分别估算价为150万元、150万元和200万元，是否需要招标？,必须招标的工程项目规定,1,1
一个大型基础设施项目不属于第二条和第三条规定的情形，是否需要招标？,必须招标的工程项目规定,1,2
在招投标过程中，如果发现两家投标公司私下达成一致，共同抬高报价，这种行为是否属于串通投标？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
哪些工程项目必须进行公开招标？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,2
房屋建筑和市政基础设施工程施工招标投标活动适用哪些法律法规？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
可以使用经过背书转让的支票提交投标保证金吗？,投标保证金提交与退还操作须知,1,1
未中标投标人如何申请退还投标保证金？,投标保证金提交与退还操作须知,1,1
使用支票提交投标保证金的流程是怎样的？,投标保证金提交与退还操作须知,1,1
公物拍卖的目的是什么？,拍卖术语,1,1
哪些物品或财产权利是禁止拍卖或参与拍卖的？,拍卖监督管理办法,1,3
拍卖人在招投标过程中，哪些行为是被明确禁止的？,拍卖监督管理办法,1,1
拍卖行业协会在监督拍卖企业和拍卖师方面有哪些具体职责？,拍卖管理办法,1,1
《拍卖管理办法》的解释权归哪个部门？,拍卖管理办法,1,2
拍卖企业分公司申请拍卖业务许可时，需要满足哪些条件？,拍卖管理办法,1,1
招标人是否可以在多个媒介同步发布招标公告和公示信息？,招标公告和公示信息发布管理办法,1,1
如果对招标拍卖挂牌出让规范的具体条款有争议，应该由哪个部门进行最终解释？,招标拍卖挂牌出让国有土地使用权规范（试行）,1,1
国有土地使用权出让时，什么情况下可以采用邀请招标方式？,招标拍卖挂牌出让国有土地使用权规范（试行）,1,1
确定土地出让底价时需要考虑哪些因素？,招标拍卖挂牌出让国有土地使用权规范（试行）,1,4
投标人在投标过程中需要遵循哪些基本程序？,招标拍卖挂牌出让国有建设用地使用权规定,0,
如果中标人提供虚假文件，会有什么后果？,招标拍卖挂牌出让国有建设用地使用权规定,1,1
如何确定政府购买服务项目的承接主体？,政府购买服务管理办法,1,1
政府购买服务时，能否直接向个人购买？有什么限制条件？,政府购买服务管理办法,1,1
承接主体在政府购买服务项目中需要建立哪些记录和管理措施？,政府购买服务管理办法,1,1
如果在不同媒体发布的同一政府采购信息内容不一致，应以哪个媒体发布的信息为准？,政府采购信息发布管理办法,1,1
省级财政部门能否根据政府采购信息发布管理办法制定具体的实施办法？,政府采购信息发布管理办法,1,1
指定媒体在发布政府采购信息时，是否可以向市场主体和社会公众收取信息查阅费用？,政府采购信息发布管理办法,1,1
在评标过程中，采购人代表是否可以担任评标组长？,政府采购货物和服务招标投标管理办法,1,1
评标委员会成员在评标过程中有哪些行为是被明确禁止的？,政府采购货物和服务招标投标管理办法,0,
如果投标人未参加开标，是否可以事后对开标结果提出异议？,政府采购货物和服务招标投标管理办法,1,5
政府采购投诉处理的期间如何计算，如果期间届满的最后一日是节假日怎么办？,政府采购质疑和投诉办法,1,1
如果质疑答复导致中标结果改变，采购人需要向哪个部门报告？,政府采购质疑和投诉办法,1,1
财政部门在处理政府采购投诉后，需要出具什么文件？,政府采购质疑和投诉办法,1,1
如果采购人在规定时间内未确定成交供应商且未提出异议，该如何处理？,政府采购非招标采购方式管理办法,1,2
谈判小组在与供应商进行谈判时，是否需要给予所有参与的供应商平等的谈判机会？,政府采购非招标采购方式管理办法,1,2
拍卖标的未上拍或未成交时，委托人如何办理退还手续？,文物艺术品拍卖规程,1,3
竞买人如何委托拍卖人代为竞投？拍卖人需要提供哪些服务？,文物艺术品拍卖规程,1,1
拍卖人在举办拍卖会前需要完成哪些申报和备案工作？,文物艺术品拍卖规程,1,1
网络司法拍卖的新规定对法院的拍卖程序有何影响？,最高人民法院关于人民法院网络司法拍卖若干问题的规定,1,5
如果国有土地开荒后用于农耕的土地使用权转让合同中，转让方未取得土地使用权证书，合同是否无效？,最高人民法院关于国有土地开荒后用于农耕的土地使用权转让合同纠纷案件如何适用法律问题的批复,1,1
开荒后用于农耕的国有土地是否属于《中华人民共和国农村土地承包法》规定的农村土地？,最高人民法院关于国有土地开荒后用于农耕的土地使用权转让合同纠纷案件如何适用法律问题的批复,1,1
国有土地开荒后用于农耕的土地使用权转让应适用哪些法律进行规范？,最高人民法院关于国有土地开荒后用于农耕的土地使用权转让合同纠纷案件如何适用法律问题的批复,1,1
买受人将所购企业资产纳入本企业或变更为分支机构后，所购企业的债务由谁承担？,最高人民法院关于审理与企业改制相关的民事纠纷案件若干问题的规定,1,1
企业出售合同到期后一方不履行，另一方能否要求解除合同并赔偿？,最高人民法院关于审理与企业改制相关的民事纠纷案件若干问题的规定,1,1
如果企业售出后未办理法人注销登记，债权人起诉该企业时，法院应如何处理？,最高人民法院关于审理与企业改制相关的民事纠纷案件若干问题的规定,1,1
如果同一建设工程有多份无效合同，但工程质量合格，法院会支持以哪份合同作为补偿依据？,最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释(一),1,1
承包人在签订合同时超越资质等级，但在工程竣工前取得了相应资质，这样的合同是否会被认定为无效？,最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释(一),1,1
在发包方收回承包地前，承包方已将土地流转给第三人且流转期限未满，若产生流转价款纠纷，应如何处理？,最高人民法院关于审理涉及农村土地承包纠纷案件适用法律问题的解释,1,1
承包方将承包地用于非农建设或造成永久性损害，发包方可以采取哪些法律措施？,最高人民法院关于审理涉及农村土地承包纠纷案件适用法律问题的解释,1,7
如果承包方依法流转土地承包经营权但未报发包方备案，发包方能否以此为由请求确认合同无效？,最高人民法院关于审理涉及农村土地承包纠纷案件适用法律问题的解释,1,1
人民法院受理财产保全申请后，多久会作出裁定？,最高人民法院关于审理涉及农村土地承包经营纠纷调解仲裁案件适用法律若干问题的解释,1,1
当事人收到农村土地承包仲裁委员会的裁决书后，想在三十天内撤销仲裁裁决，应该怎么做？,最高人民法院关于审理涉及农村土地承包经营纠纷调解仲裁案件适用法律若干问题的解释,1,5
如果农村土地承包仲裁委员会以超过申请仲裁时效为由驳回了申请，当事人还能向法院起诉吗？,最高人民法院关于审理涉及农村土地承包经营纠纷调解仲裁案件适用法律若干问题的解释,1,6
如果对土地权属登记行为有异议，利害关系人可以采取什么法律途径？,最高人民法院关于审理涉及农村集体土地行政案件若干问题的规定,1,3
在征收农村集体土地时，如果房屋所在地已纳入城市规划区，土地权利人能否请求参照国有土地上房屋征收补偿标准进行补偿？,最高人民法院关于审理涉及农村集体土地行政案件若干问题的规定,1,3
单位机动车参与拍卖时，需要提供哪些产权证明文件？,机动车拍卖规程,1,1
买受人在拍卖成交后需要支付哪些款项？,机动车拍卖规程,0,
拍卖新机动车时，需要查验哪些证照？,机动车拍卖规程,1,1
评标过程中有哪些保密和禁止干预的规定？,民航局机场司关于印发《民航专业工程建设项目招标投标管理办法》的通知,1,5
投标截止后，投标人撤销投标文件，招标人是否需要退还投标保证金？,民航局机场司关于印发《民航专业工程建设项目招标投标管理办法》的通知,1,4
如果投标人与招标人存在利害关系，是否可以参加投标？,民航局机场司关于印发《民航专业工程建设项目招标投标管理办法》的通知,0,
投标文件应在什么时间之前递交，并且需要满足什么要求？,水利工程建设项目招标投标管理规定,1,2
投标水利工程建设项目时，投标人需要具备哪些资质？,水利工程建设项目招标投标管理规定,1,1
如果中标人拒绝签订合同，招标人应如何处理？,水利工程建设项目招标投标管理规定,1,3
从资格预审文件停止发售到提交资格预审申请文件截止，最少需要多少天？,水运工程建设项目招标投标管理办法,1,1
评标委员会成员名单在中标结果确定前需要保密吗？,水运工程建设项目招标投标管理办法,1,4
提交第十四条、第十七条、第三十六条、第四十七条要求的材料时，可以使用电子文本吗？,港口工程建设管理规定,0,
在电子招标投标活动中，是否允许伪造、篡改或损毁相关信息？,电子招标投标办法,1,1
开标时，投标文件是如何被处理的？,电子招标投标办法,1,6
电子招标投标交易平台运营机构在平台运行和安全方面有何责任？,电子招标投标办法,1,1
拍卖成交后，买受人和拍卖人是否可以通过网络拍卖平台使用电子签名技术签署成交确认书？,网络拍卖规程,1,1
在网络拍卖活动中，哪些主体可以成为网络竞买人？,网络拍卖规程,1,2
哪些内容的艺术品是禁止经营的？,艺术品经营管理办法,1,1
文化行政部门在受理艺术品进出口申请后，多长时间内需要作出批准或不批准的决定？,艺术品经营管理办法,1,1
个人携带或邮寄的艺术品超过海关认定的自用、合理数量时，应该如何办理进出口手续？,艺术品经营管理办法,1,1
财政部门和行政单位在国有资产管理中的职责是什么？,行政单位国有资产管理暂行办法,1,1
行政单位在购置资产后，资产管理部门需要进行哪些后续工作？,行政单位国有资产管理暂行办法,1,1
行政单位在资产管理方面有哪些具体要求？,行政单位国有资产管理暂行办法,1,1
评标专家私下接触投标人会有什么后果？,评标专家和评标专家库管理暂行办法,1,1
如果中标通知书发出后，招标人改变中标结果或中标人放弃中标，会有什么法律后果？,评标委员会和评标方法暂行规定,1,1
评标委员会成员能否向外界透露投标文件的评审细节？,评标委员会和评标方法暂行规定,1,6
如果有效投标不足三个，评标委员会会如何处理？,评标委员会和评标方法暂行规定,0,
政府采购中，如何确定哪些节能产品和环境标志产品需要优先或强制采购？,财政部、发展改革委、生态环境部、市场监管总局关于调整优化节能产品、环境标志产品政府采购执行机制的通知,1,1
在政府采购中，对于已列入品目清单的产品类别，采购人可以提出哪些额外的环保要求？,财政部、发展改革委、生态环境部、市场监管总局关于调整优化节能产品、环境标志产品政府采购执行机制的通知,1,1
如何获取节能产品和环境标志产品的认证机构和获证产品信息？,财政部、发展改革委、生态环境部、市场监管总局关于调整优化节能产品、环境标志产品政府采购执行机制的通知,1,1
政府采购中，是否必须按照节能产品政府采购品目清单进行采购？,财政部、发展改革委关于印发节能产品政府采购品目清单的通知,1,1
如何获取最新的节能产品政府采购品目清单？,财政部、发展改革委关于印发节能产品政府采购品目清单的通知,1,1
在政府采购项目中，如何确保采购的节能产品符合清单要求？,财政部、发展改革委关于印发节能产品政府采购品目清单的通知,1,4
省级以上政府部门组织的各类考试的试卷印刷项目应如何选择供应商？,财政部、司法部关于政府采购支持监狱企业发展有关问题的通知,1,1
监狱企业在政府采购中享受哪些优惠政策？,财政部、司法部关于政府采购支持监狱企业发展有关问题的通知,1,1
监狱企业参与政府采购有哪些重要意义？,财政部、司法部关于政府采购支持监狱企业发展有关问题的通知,1,1
在编写政府采购招标文件时，是否需要明确要求供应商提供信息安全认证证书？,财政部、工业和信息化部、质检总局、认监委关于信息安全产品实施政府采购的通知,1,1
使用非财政性资金采购信息安全产品时，是否也需要选择经国家认证的产品？,财政部、工业和信息化部、质检总局、认监委关于信息安全产品实施政府采购的通知,1,1
供应商提供的信息安全认证证书是否必须由中国信息安全认证中心颁发？,财政部、工业和信息化部、质检总局、认监委关于信息安全产品实施政府采购的通知,1,1
在政府采购活动中，是否可以对中小企业设置注册资本金等规模条件限制？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
中小企业在参与政府采购活动时，需要提供什么声明函？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
大中型企业与小型、微型企业组成联合体时，是否存在投资关系有限制吗？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
在工程价款结算活动中，需要遵循哪些基本原则？,财政部、建设部关于印发《建设工程价款结算暂行办法》的通知,1,1
工程设计变更确定后，承包人未在规定时间内提出变更工程价款报告，发包人应如何处理？,财政部、建设部关于印发《建设工程价款结算暂行办法》的通知,1,1
如果发包人未按期支付工程竣工结算款且未达成延期支付协议，承包人有哪些权利？,财政部、建设部关于印发《建设工程价款结算暂行办法》的通知,1,1
残疾人福利性单位在政府采购中可以提供哪些类型的产品或服务？,财政部、民政部、中国残疾人联合会关于促进残疾人就业政府采购政策的通知,1,1
参加政府采购活动时，残疾人福利性单位需要提供哪些证明材料？,财政部、民政部、中国残疾人联合会关于促进残疾人就业政府采购政策的通知,1,1
残疾人福利性单位参与政府采购时，提供的货物有哪些要求？,财政部、民政部、中国残疾人联合会关于促进残疾人就业政府采购政策的通知,1,1
政府采购中，环境标志产品的采购有哪些具体要求？,财政部、生态环境部关于印发环境标志产品政府采购品目清单的通知,1,1
如果采购的产品不在环境标志产品政府采购品目清单中，是否可以进行采购？,财政部、生态环境部关于印发环境标志产品政府采购品目清单的通知,1,1
采购单位在执行环境标志产品政府采购时，是否可以自行增加品目？,财政部、生态环境部关于印发环境标志产品政府采购品目清单的通知,1,1
政府采购合同中，采购人应在多长时间内支付满足条件的款项给供应商？,财政部关于促进政府采购公平竞争优化营商环境的通知,1,2
电子化采购项目中，采购人是否需要向供应商收取电子采购文件的费用？,财政部关于促进政府采购公平竞争优化营商环境的通知,0,
哪些主体需要落实政府采购公平竞争和优化营商环境的相关要求？,财政部关于促进政府采购公平竞争优化营商环境的通知,1,1
如果需要对已发出的招标文件进行澄清或修改，应该如何操作？,财政部关于做好政府采购信息公开工作的通知,0,
为了提高政府采购效率，采购人、集中采购机构和监管部门应如何处理有时间要求的事项？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
如何综合评价和改进政府采购内部控制管理体系？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
监管部门在处理政府采购投诉时，需要建立哪些机制来确保决策的合法性和公正性？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
中央行政事业单位在编制新增资产配置预算时，需要考虑哪些因素？,财政部关于印发《中央行政事业单位国有资产配置管理办法》的通知,1,1
涉及国家安全的中央行政事业单位在进行国有资产配置时，有哪些特别的保密要求？,财政部关于印发《中央行政事业单位国有资产配置管理办法》的通知,1,1
中央行政事业单位在资产配置后需要完成哪些管理工作？,财政部关于印发《中央行政事业单位国有资产配置管理办法》的通知,1,2
省级财政部门、集团公司或有关部门是否可以根据本办法制定补充规定？,财政部关于印发《国有资产评估项目备案管理办法》的通知,0,
中央管理的企业集团公司或有关部门应在什么时间内将备案项目情况统计汇总后上报财政部？,财政部关于印发《国有资产评估项目备案管理办法》的通知,1,1
政务信息系统政府采购工作的具体实施由哪个部门负责？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
哪些类型的系统属于政务信息系统的范畴？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
在什么条件下，采购人可以与政务信息系统运行维护供应商签订不超过三年的合同？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
磋商文件的发售期限和供应商提交首次响应文件的时间间隔有何具体要求？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
如果成交供应商拒绝签订政府采购合同，采购人应该如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,6
如果磋商文件无法详细列明技术和服务要求，磋商结束后如何确定提交最后报价的供应商？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
评审专家的选聘方式有哪些？,财政部关于印发《政府采购评审专家管理办法》的通知,1,1
采购人或采购代理机构在评审活动结束后，需要在多长时间内记录评审专家的职责履行情况？,财政部关于印发《政府采购评审专家管理办法》的通知,1,3
评审专家的个人信息发生变化时，应该如何处理？,财政部关于印发《政府采购评审专家管理办法》的通知,1,2
对于涉及进口机电产品的招标投标，应按照什么办法执行？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
在什么情况下，采购人可以从原供应商处添购原有采购项目而不需要重新审核？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
产权交易机构在受理金融企业非上市国有产权转让申请时有哪些要求？,财政部关于印发《金融企业非上市国有产权交易规则》的通知,1,1
当只有一个符合条件的意向受让方时，产权交易机构应如何处理？,财政部关于印发《金融企业非上市国有产权交易规则》的通知,1,2
在设置受让方资格条件时，转让方需要注意哪些限制？,财政部关于印发《金融企业非上市国有产权交易规则》的通知,1,2
采购人及采购代理机构获取的信用信息可以用于哪些范围？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,1,1
采购文件中需要明确哪些关于信用信息查询的具体内容？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,1,1
政府采购活动中，信用信息查询记录和相关证据需要保存多久？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,1,1
如果因紧急情况需要立即开展采购项目，可以不公开采购意向吗？,财政部关于开展政府采购意向公开工作的通知,1,1
中央预算单位在公开采购意向时需要注意哪些方面？,财政部关于开展政府采购意向公开工作的通知,1,1
省级财政部门在采购意向公开工作中需要做哪些具体工作？,财政部关于开展政府采购意向公开工作的通知,1,1
如果竞争性磋商采购项目中只有一家符合要求的供应商，应该如何处理？,财政部关于政府采购竞争性磋商采购方式管理暂行办法有关问题的补充通知,1,1
在竞争性磋商采购中，如果仅有一家供应商符合要求，采购人是否可以直接与其签订合同？,财政部关于政府采购竞争性磋商采购方式管理暂行办法有关问题的补充通知,1,3
政府购买服务项目中，采用竞争性磋商方式采购时，若只有两家供应商符合要求，是否需要重新招标？,财政部关于政府采购竞争性磋商采购方式管理暂行办法有关问题的补充通知,1,1
在编制采购需求时，是否需要考虑节能环保和促进中小企业发展的政策要求？,财政部关于进一步加强政府采购需求和履约验收管理的指导意见,0,
采购人是否可以完全委托采购代理机构进行项目验收，而不进行任何书面确认？,财政部关于进一步加强政府采购需求和履约验收管理的指导意见,1,4
如果项目验收不合格，采购人应该如何处理？,财政部关于进一步加强政府采购需求和履约验收管理的指导意见,1,1
增资协议签订并生效后，需要向财政部门报告吗？如果采取进场交易，如何公告结果？,财政部关于进一步明确国有金融企业增资扩股股权管理有关问题的通知,1,1
境外机构作为投资方参与增资需要满足哪些条件？,财政部关于进一步明确国有金融企业增资扩股股权管理有关问题的通知,1,2
财政部门如何完善行政事业单位的资产管理制度？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
资产处置完成后，主管部门和财政部门需要履行哪些备案手续？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
在编制资产配置预算时，如何确保标准的科学性和合理性？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,2
评审委员会在发现采购文件存在问题时，应如何处理？,财政部关于进一步规范政府采购评审工作有关问题的通知,1,3
评审过程中发现有人非法干预评审工作，应该怎么处理？,财政部关于进一步规范政府采购评审工作有关问题的通知,1,4
评审委员会在复核评分时，哪些情况需要重点复核？,财政部关于进一步规范政府采购评审工作有关问题的通知,1,2
在执行《政府采购公告和公示信息格式规范（2020年版）》过程中遇到政策问题，应向哪个部门反馈？,财政部办公厅关于印发《政府采购公告和公示信息格式规范(2020年版)》的通知,1,1
各部门和各地区在政府采购信息公开工作中应承担什么责任？,财政部办公厅关于印发《政府采购公告和公示信息格式规范(2020年版)》的通知,0,
《政府采购公告和公示信息格式规范（2020年版）》的制定目的是什么？,财政部办公厅关于印发《政府采购公告和公示信息格式规范(2020年版)》的通知,1,1
财政部门在收到上市公司股份转让材料后需要进行哪些审核工作？,金融企业国有资产转让管理办法,1,1
产权交易机构在金融企业国有资产交易中弄虚作假，会有什么后果？,金融企业国有资产转让管理办法,1,1
铁路工程建设项目是否必须采用电子招标投标方式？,铁路工程建设项目招标投标管理办法,1,1
铁路工程建设项目在编制资格预审文件和招标文件时，需要依据哪些标准文本？,铁路工程建设项目招标投标管理办法,1,1
投标文件中的资质、业绩等信息是否需要与铁路工程建设行政监督平台上的信息一致？,铁路工程建设项目招标投标管理办法,1,2
铁路建设工程招标投标中的违法行为如何处理和公告？,铁路建设工程招标投标监管暂行办法,1,3
如果对招投标监管办法有疑问，应该向哪个部门咨询？,铁路建设工程招标投标监管暂行办法,1,1
铁路建设项目招标人办理自行招标备案手续时，地区铁路监督管理局需要提供哪些便利条件？,铁路建设工程招标投标监管暂行办法,1,1
政府投资的铁路工程建设项目在选择评标专家时有何特殊要求？,铁路建设工程评标专家库及评标专家管理办法,1,1
评标专家的记分在一个记分周期结束后会如何处理？,铁路建设工程评标专家库及评标专家管理办法,1,1
评标专家在年度考核中被记分累计满6分或10分会有什么后果？,铁路建设工程评标专家库及评标专家管理办法,1,1
国有建设用地使用权人在接到《闲置土地调查通知书》后，应在多长时间内提供相关材料？,闲置土地处置办法,1,1
在《国有建设用地使用权出让合同管理办法》中，动工开发的定义是什么？,闲置土地处置办法,1,1
如果对《征缴土地闲置费决定书》不服，国有建设用地使用权人应该采取什么法律途径？,闲置土地处置办法,1,1
